id,link,position,heuristic,human,raw_data
7428427,https://zbmath.org/?q=an%3A05898165,28,false,false,"Mudholkar, G. S.; Srivastava, D. K.; Kollia, G.: A generalization of Weibull distribution with application to the analysis of survival data, Journal of the American statistical association 91, No. 436, 1575-1583 (1996)"
8260078,https://zbmath.org/?q=an%3A06294784,32,false,false,"Ebeida, M. S.; Mitchell, S. A.; Patney, A.; Davidson, A. A.; Owens, J. D.: A simple algorithm for maximal Poisson-disk sampling in high dimensions, Computer graphics forum 31, No. 2, 785-794 (2012)"
9505478,https://zbmath.org/?q=an%3A06058086,39,false,false,"B. Guo, Inverse Problem of Parabolic Partial Dfferential Equations, Science and Technology Press, Harbin, China, 1988."
5672571,https://zbmath.org/?q=an%3A05718065,6,false,false,"Raptis, A.; Tzivanidis, G.; Kafousias, N. G.: Free convection and mass transfer flow through a porous medium bounded by an infinite vertical limiting surface with constant suction, Lett. heat mass transfer 8, 417-424 (1981)"
9505426,https://zbmath.org/?q=an%3A06058087,1,false,false,"Q. I. Rahman and G. Schmeisser, Analytic Theory of Polynomials, vol. 26 of London Mathematical Society Monographs. New Series, The Clarendon Press Oxford University Press, Oxford, UK, 2002."
7428428,https://zbmath.org/?q=an%3A05898165,29,false,false,"Mudholkar, G. S.; Hutson, D. A.: The exponentiated Weibull family: some properties and a flood data application, Communication statistics - theory and methods, 3059-3083 (1996)"
9340709,https://zbmath.org/?q=an%3A06212904,24,false,false,"W. A. Strauss, Existence of solitary waves in higher dimensions , Comm. Math. Phys. 55 (1977), 149-162.euclid.cmp/1103900983"
9505429,https://zbmath.org/?q=an%3A06058087,4,false,false,"A. Aziz and Q. M. Dawood, ``Inequalities for a polynomial and its derivative,'' Journal of Approximation Theory, vol. 54, no. 3, pp. 306-313, 1988."
22124615,https://zbmath.org/?q=an%3A01057659,16,false,false,"Hewitt, Abstract harmonic analysis II (1970)"
5675220,https://zbmath.org/?q=an%3A05800710,593,false,false,"Sassi, L.: Hot-wire method for measuring effective thermal conductivity of porous media, Journal of porous media 8, No. 2, 97-113 (2005)"
9343311,https://zbmath.org/?q=an%3A03608636,13,false,false,"T. OGASAWARA AND Y. YOSHINAGA, A non-commutative theory of integration for oper ators, J. Sci. Hiroshima Univ., A 18 (1955), 311-347."
7428747,https://zbmath.org/?q=an%3A05898150,3,false,false,"Durbin, J.; Watson, G. S.: Testing serial correlation in least squares regression: III, Biometrika 58, 1-19 (1971)"
9343294,https://zbmath.org/?q=an%3A02114241,4,false,false,"B. Y. Chen and T. Nagano, Totally geodesic submanifolds of symmetric spaces, I, Duke Math. J. 44 (1977), 745--755.euclid.dmj/1077312539"
5675221,https://zbmath.org/?q=an%3A05800710,594,false,false,"Shiina, Y.; Inagaki, T.: Study on the efficiency of effective thermal conductivities on melting characteristics of latent heat storage capsules, International journal of heat and mass transfer 48, No. 2, 373-383 (2005)"
9353954,https://zbmath.org/?q=an%3A03832550,20,false,false,"T. NISHISHIRAHO, The degree of convergence of positive linear opearators, Thoku Math J. 29 (1977), 81-89."
7593207,https://zbmath.org/?q=an%3A05810414,4,false,false,"Ascher, U. M.; Lin, P.: Sequential regularization methods for higher index differential-algebraic equations with constraint singularities: the linear index-2 case, SIAM J anal 33, 1921-1940 (1996)"
7593209,https://zbmath.org/?q=an%3A05810414,6,false,false,"He, J. H.: A new approach to nonlinear partial differential equations, Commun nonlinear sci numer simulat 2, No. 4, 230-235 (1997)"
5693123,https://zbmath.org/?q=an%3A06005397,2,false,false,"Collet, Bernard; Destrade, Michael; Maugin, Gerard: Bleustein -- Gulyaev waves in some functionally graded materials, Eur. J. Mech. 25, 695-706 (2006)"
8274457,https://zbmath.org/?q=an%3A06292084,8,false,false,"Nieminen, J.: Two bounds for the domination number of a graph, J. inst. Math. appl. 14, 183-187 (1974)"
9518579,https://zbmath.org/?q=an%3A05999670,9,false,false,"A. Najati, ``On the stability of a quartic functional equation,'' Journal of Mathematical Analysis and Applications, vol. 340, no. 1, pp. 569-574, 2008."
28959323,https://zbmath.org/?q=an%3A06840296,13,true,true,"Gritzmann,, P.; Klee,, V., Inner and outer j-radii of convex bodies in finite-dimensional normed spaces., Discrete Comput. Geom.,, 7, 280, (1992)https://scholar.google.com/scholar_lookup?title=Inner%20and%20outer%20j-radii%20of%20convex%20bodies%20in%20finite-dimensional%20normed%20spaces.&author=P.%20Gritzmann%2C&author=V.%20Klee%2C&publication_year=1992&journal=Discrete%20Comput.%20Geom.%2C&volume=7&pages=255-280"
8274465,https://zbmath.org/?q=an%3A06292414,15,false,false,"Sonntag, M.: Hamiltonicity of the normal product of hypergraphs, J. inf. Process. cybern. 26, No. 7, 415-433 (1990)"
9531392,https://zbmath.org/?q=an%3A06169943,27,false,false,"K. I. Wong, S. C. Wong, J. H. Wu, H. Yang, and W. H. K. Lam, ``A combined distribution, hierarchical mode choice, and assignment network model with multiple user and mode classes,'' in Urban and Regional Transportation Modeling, Essays in Honor of David Boyce, pp. 25-42, 2004."
8288763,https://zbmath.org/?q=an%3A06328304,16,false,false,"Liu, J.: Hamiltonian decompositions of Cayley graphs on abelian groups of even order, J. combin. Theory ser. B 88, No. 2, 305-321 (2003)"
9532598,https://zbmath.org/?q=an%3A06206838,10,false,false,"R. D. Brooks, R. W. Faff, and M. D. McKenzie, ``Time-varying beta risk of australian industry portfolios: a comparison of modelling techniques,'' Australian Journal of Management, vol. 23, no. 1, pp. 1-22, 1998."
21862127,https://zbmath.org/?q=an%3A03730546,9,false,false,"Wasow, Asymptotic Expansions for Ordinary Differential Equations (1956)"
9974825,https://zbmath.org/?q=an%3A06363444,21,false,false,"STAR collaboration, J. Adams et al., Transverse momentum and collision energy dependence of high p T hadron suppression in Au + Au collisions at ultrarelativistic energies, Phys. Rev. Lett. 91 (2003) 172302 [ nucl-ex/0305015 ] [ SPIRES ]."
7610470,https://zbmath.org/?q=an%3A05808899,9,false,false,"Grzegorzewski, P.: Metrics and orders in space of fuzzy numbers, Fuzzy sets syst 97, 83-94 (1998)"
9371956,https://zbmath.org/?q=an%3A01930974,18,false,false,"M. Schweizer, Mean-variance hedging for general claims, Ann. Appl. Probab., 2 (1992), 171-179.euclid.aoap/1177005776"
7619705,https://zbmath.org/?q=an%3A05586714,19,false,false,"Wen, C.; Hill, D. J.: Global boundedness of discrete-time adaptive control just using estimator projection, Automatica 28, 1143-1157 (1992)"
8296245,https://zbmath.org/?q=an%3A06329214,4,false,false,"Sengupta, T. K.; Dipankar, A.; Sagaut, P.: Error dynamics: beyond von Neumann analysis, J. comput. Phys. 226, 1211-1218 (2007)"
5722728,https://zbmath.org/?q=an%3A05662772,17,false,false,"Futorny, V.; Molev, A.; Ovsienko, S.: Harish-chandra modules for yangians, Represent. theory 9, 426-454 (2005)"
9545846,https://zbmath.org/?q=an%3A06021627,8,false,false,"C. Y. Deng, ``The Drazin inverses of sum and difference of idempotents,'' Linear Algebra and its Applications, vol. 430, no. 4, pp. 1282-1291, 2009."
8296246,https://zbmath.org/?q=an%3A06329214,5,false,false,"Ames, W. F.: Numerical methods for partial differential equations, (1977)"
9545811,https://zbmath.org/?q=an%3A06021621,16,false,false,"A. Algaba, M. Reyes, and A. Bravo, ``Uniformly isochronous quintic planar vector fields,'' in Proceedings of the International Conference on Differential Equations, B. Fiedler, Ed., vol. 2, pp. 1415-1417, World Scientific Publishing, Berlin, Germany, 1999."
7619707,https://zbmath.org/?q=an%3A05586714,20,false,false,"Wen, C.; Soh, Y. C.; Zhang, Y.: Adaptive control of linear systems with unknown time delay, Adaptive control of nonsmooth dynamic systems (2000)"
7669167,https://zbmath.org/?q=an%3A05542335,12,false,false,"Movahhedi, A.: Galois group of xp+aX+a, J. algebra 180, No. 3, 966-975 (1996)"
5778823,https://zbmath.org/?q=an%3A05632595,2,false,false,"Collings, J. B.: The effects of the functional response on the bifurcation behavior of a mite predator -- prey interaction model, J. math. Biol. 36, 149-168 (1997)"
9662179,https://zbmath.org/?q=an%3A06092417,19,false,false,"C. A. Tsai, S. J. Wang, D. T. Chen, and J. J. Chen, ``Sample size for gene expression microarray experiments,'' Bioinformatics, vol. 21, no. 8, pp. 1502-1508, 2005."
9661148,https://zbmath.org/?q=an%3A06123617,24,false,false,"S. Lonial, J. Kaufman, M. Tighiouart et al., ``A phase I/II trial combining high-dose melphalan and autologous transplant with bortezomib for multiple myeloma: a dose- and schedule-finding study,'' Clinical Cancer Research, vol. 16, no. 20, pp. 5079-5086, 2010."
9661373,https://zbmath.org/?q=an%3A05822163,10,false,false,"B. L. Jones and R. Zitikis, ``Testing for the order of risk measures: an application of L-statistics in actuarial science,'' Metron, vol. 63, pp. 193-211, 2005."
17845324,https://zbmath.org/?q=an%3A06633536,9,false,false,"P., Dube; Y., Hayel; L., Wynter: Yield management for IT resources on demand: analysis and validation of a new paradigm for managing computing centres, Journal of revenue and pricing management 4, No. 1, 99-102 (2005)"
8389367,https://zbmath.org/?q=an%3A06298636,11,false,false,"Honold, T.: Characterization of finite Frobenius rings, Arch. math. (Basel) 76, No. 6, 406-415 (2001)"
8389383,https://zbmath.org/?q=an%3A06298637,6,false,false,"Vladimir Dol'nikov, Grigory Chelnokov, On transversals of quasialgebraic families of sets, Mathematisches Forschungsinstitut Oberwolfach Report No. 44/2011, pp. 2530-2531."
7728877,https://zbmath.org/?q=an%3A05781849,42,false,false,"Zhao, X.; Luh, P.; Wang, J.: Surrogate gradient algorithm for Lagrangian relaxation, Journal of optimization theory and applications 100, No. 3, 699-712 (1999)"
5846615,https://zbmath.org/?q=an%3A05643652,39,false,false,"Tong, S.; Li, Y.: Direct adaptive fuzzy backstepping control for a class of nonlinear systems, Int. J. Innovative comput. Inform. control 3, No. 4, 887-896 (2007)"
8389368,https://zbmath.org/?q=an%3A06298636,12,false,false,"Honold, T.; Nechaev, A. A.: Weighted modules and representations of codes, Probl. inf. Transm. 35, No. 3, 205-223 (1999)"
7728899,https://zbmath.org/?q=an%3A05781848,24,false,false,"Leland, H. E.: Who should buy portfolio insurance?, The journal of finance 35, No. 2, 581-594 (1980)"
7728878,https://zbmath.org/?q=an%3A05781849,5,false,false,"Blau, G.; Pekny, J.; Varma, V.; Bunch, P.: Managing a portfolio of interdependent new product candidates in the pharmaceutical industry, Journal of product innovation management 21, No. 4, 227-245 (2004)"
7728881,https://zbmath.org/?q=an%3A05781849,8,false,false,"Campbell, J., 2001. Identifying an optimal start-up date for information technology projects. In: Proceedings of Portland International Conference on Management of Engineering and Technology 1, 37."
5847061,https://zbmath.org/?q=an%3A05682877,27,false,false,"Ciabattoni, A.: Automated generation of analytic calculi for logics with linearity, Proc. 18th CSL workshop, lecture notes in computer science 3210, 503-517 (2000)"
5847062,https://zbmath.org/?q=an%3A05682877,28,false,false,"Cicalese, F.; Mundici, D.: Recent developments of feedback coding and its relations with many-valued logic, Logic at the crossroads: an interdisciplinary view, proc. First indian congr. On logic and applications, 222-240 (2007)"
7734986,https://zbmath.org/?q=an%3A05219731,17,false,false,"Lattman, P.: Cheapskates, Forbes 176, No. 1, 76-77 (2005)"
7732238,https://zbmath.org/?q=an%3A05642756,17,false,false,"Murthy, D. N. P.; Blischke, W. R.: Strategic warranty management: A life-cycle approach, IEEE transactions on engineering management 47, No. 1, 40-54 (2000)"
7732239,https://zbmath.org/?q=an%3A05642756,18,false,false,"Murthy, D. N. P.; Djamaludin, I.: New product warranty: A literature review, International journal of production economics 79, 231-260 (2002)"
5847066,https://zbmath.org/?q=an%3A05682877,31,false,false,"Cintula, P.: Weakly implicative (fuzzy) logics I: Basic properties, Archive for mathematical logic 45, No. 6, 673-704 (2006)"
7833457,https://zbmath.org/?q=an%3A05316885,5,false,false,"Chavarriga, J.; Sabatini, M.: A survey of isochronous centers, Qual. theory dyn. Syst. 1, 1-70 (1999)"
5974313,https://zbmath.org/?q=an%3A05676113,5,false,false,"Coxeter, H. S. M.: Wythoff's construction for uniform polytopes, Proc. London math. Soc. 38, 327-339 (1935)"
8474910,https://zbmath.org/?q=an%3A06259353,3,false,false,"Trudinger, N. S.; Wang, X. -J.: Hessian measures III, J. funct. Anal. 193, 1-23 (2002)"
5974327,https://zbmath.org/?q=an%3A05355726,15,false,false,"Tomforde, M.: Uniqueness theorems and ideal structure for Leavitt path algebras, J. algebra 318, 270-299 (2007)"
5974315,https://zbmath.org/?q=an%3A05676113,7,false,false,"Deraux, M.: Deforming the R-Fuchsian (4,4,4)-triangle group into a lattice, Topology 45, 989-1020 (2006)"
8474917,https://zbmath.org/?q=an%3A06259354,1,false,false,"Kato, T.: The Cauchy problem for quasi-linear symmetric hyperbolic systems, Arch. ration. Mech. anal. 58, 181-205 (1975)"
7833459,https://zbmath.org/?q=an%3A05316885,7,true,true,"Christopher, C. J.; Rousseau, C.: Nondegenerate linearizable centres of complex planar quadratic and symmetric cubic systems in C2, Publ. mat. 45, 95-123 (2001)http://mat.uab.es/pubmat/v45(1)/45101_04.pdf"
21289988,https://zbmath.org/?q=an%3A01528151,1,false,false,DOI: 10.1098/rstb.1952.0012
21582264,https://zbmath.org/?q=an%3A06721890,5,false,false,DOI: 10.1098/rstb.1952.0012
6069630,https://zbmath.org/?q=an%3A05925855,11,false,false,"Hsu, S. B.; Waltman, P.: On a system of reaction-diffusion equations arising from competition in an unstirred chemostat, SIAM J. Appl. math. 53, 1026-1044 (1993)"
8551286,https://zbmath.org/?q=an%3A06295365,11,false,false,"Y. Yang, Y. Fang, L.Y. Li, The analysis of propagation model for Internet worm based on active vaccination, in: Proceedings of the Fourth International Conference on Natural Computation, ICNC'08, Chengdu, China, 2008, pp. 682--688."
6069631,https://zbmath.org/?q=an%3A05925855,12,false,false,"Klausmeier, C. A.; Litchman, E.; Levin, S. A.: A model of flexible uptake of two essential resources, J. theoret. Biol. 246, No. 2, 278-289 (2007)"
6069637,https://zbmath.org/?q=an%3A05925855,2,false,false,"Cunningham, A.; Nisbet, R. M.: Transient and oscillation in continuous culture, Mathematics in microbiology, 77-103 (1983)"
21405744,https://zbmath.org/?q=an%3A05683501,76,false,false,DOI: 10.1098/rstb.1952.0012
8551287,https://zbmath.org/?q=an%3A06295365,12,false,false,"Wang, S. J.; Liu, Q. M.; Yu, X. F.; Ma, Y.: Bifurcation analysis of a model for network worm propagation with time delay, Mathematical and computer modelling 52, No. 3--4, 435-447 (2010)"
6113250,https://zbmath.org/?q=an%3A06115540,11,false,false,"Stroethoff, K.: Algebraic properties of Toeplitz operators on the Hardy space via the Berezin transform, Contemp. math. 232, 313-319 (1999)"
8594660,https://zbmath.org/?q=an%3A06289531,3,false,false,"Evans, L. C.: Partial differential equations, (1998)"
8593047,https://zbmath.org/?q=an%3A06319431,16,false,false,"Segal, I. E.: A class of operator algebras which are determined by groups, Duke math. J. 18, 221-265 (1951)"
16202082,https://zbmath.org/?q=an%3A06515701,19,false,false,"Birrell, J.; Rafelski, J.: Spectra and drag force of free-streaming massive relic neutrinos"
6113251,https://zbmath.org/?q=an%3A06115540,2,false,false,"Brown, A.; Halmos, P. R.: Algebraic properties of Toeplitz operators, J. reine angew. Math. 213, 89-102 (1964)crelle:GDZPPN00218026X"
6113252,https://zbmath.org/?q=an%3A06115540,3,false,false,"Ding, X.: The commutator of Toeplitz operators on torus, Acta math. Sinica 45, 655-660 (2002)"
28545554,https://zbmath.org/?q=an%3A06794114,46,false,false,"Benedetti, C.; Paris, M. G. A., Int. J. Quantum Inform., 12, 1461004, (2014)"
6113253,https://zbmath.org/?q=an%3A06115540,4,false,false,"Ding, X.: Products of Toeplitz operators on the polydisk, Integral equations operator theory 45, 389-403 (2003)"
8603820,https://zbmath.org/?q=an%3A06317511,2,false,false,"Benedetto, J. J.; Fickus, M.: Finite normalized tight frames, Adv. comput. Math. 18, 357-385 (2003)"
8603821,https://zbmath.org/?q=an%3A06317511,20,true,true,"Massey, P.; Ruiz, M.: Tight frame completions with prescribed norms, Sampl. theory signal image process. 7, 1-13 (2008)http://stsip.org/vol07/no1/vol07no1pp1-13.html"
8603825,https://zbmath.org/?q=an%3A06317511,24,false,false,"Viswanath, P.; Anantharam, V.: Optimal sequences and sum capacity of synchronous CDMA systems, IEEE trans. Inform. theory 45, 1984-1991 (1999)"
6124802,https://zbmath.org/?q=an%3A05868417,20,false,false,"Hamilton, R. S.: The inverse function theorem of Nash and Moser, Bull. amer. Math. soc. (N.S.) 7, No. 1, 65-222 (1982)"
6160052,https://zbmath.org/?q=an%3A05518836,27,false,false,"Hotelling, H.: Analysis of a complex of statistical variables into principal components, J. educ. Psychol. 24, 417-441 (1933)"
8631816,https://zbmath.org/?q=an%3A06328943,69,false,false,"Tsinias, J.: Time-varying observers for a class of nonlinear systems, Syst. control lett. 57, No. 12, 1037-1047 (2008)"
6160053,https://zbmath.org/?q=an%3A05518836,28,false,false,"Klaassen, C. A. J.: On an inequality of Chernoff, Ann. probab. 13, 966-974 (1985)"
8631817,https://zbmath.org/?q=an%3A06328943,70,false,false,"Velardi, S. A.; Hammouri, H.; Barresi, A. A.: Development of a high gain observer for in-line monitoring of sublimation in vial freeze drying, Dry. technol. 28, No. 2, 256-268 (2010)"
6160073,https://zbmath.org/?q=an%3A05518836,9,false,false,"Chen, L. H. Y.: An inequality for the multivariate normal distribution, J. multivariate anal. 12, 306-315 (1982)"
28563569,https://zbmath.org/?q=an%3A06828092,6,false,false,"Maartens, R., Living Rev. Relativ., 7, 7, (2004)"
6160060,https://zbmath.org/?q=an%3A05518836,34,false,false,"Pearson, K.: On lines and planes of closest fit to systems of points in space, Phil. mag. (6) 2, 559-572 (1901)"
8726617,https://zbmath.org/?q=an%3A02205933,15,false,false,"P. Libermann and C. Marle , Symplectic Geometry and Analytical Mechanics , D. Reidel Publishing Company , 1987 MR 882548 | Zbl 0643.53002"
6347308,https://zbmath.org/?q=an%3A06082268,8,false,false,"Gondhalekar, R.; Imura, J.; Kashima, K.: Controlled invariant feasibility--a general approach to enforcing strong feasibility in MPC applied to move-blocking, Automatica 45, No. 12, 2869-2875 (2009)"
8726619,https://zbmath.org/?q=an%3A02205933,17,false,false,"J. Mickelsson , Current Algebras and Groups , Plenum Monographs in Nonlinear Physics , 1989 MR 1032521 | Zbl 0726.22015"
8726628,https://zbmath.org/?q=an%3A01501762,2,false,false,"Escassut A. ., Analytic elements in p-adic analysis . World Scientific , Singapore , 1995 . MR 1370442 | Zbl 0933.30030"
6347309,https://zbmath.org/?q=an%3A06082268,9,false,false,"F. Oldewurtel, R. Gondhalekar, C. Jones, M. Morari, Blocking parameterizations for improving the computational tractability of affine disturbance feedback MPC problems, in: Proceedings of the 48th IEEE Conference on Decision and Control, held jointly with the 28th Chinese Control Conference, 2009, pp. 7381--7386. 10.1109/CDC.2009.5400609."
6347311,https://zbmath.org/?q=an%3A06082269,10,false,false,"Akella, M. R.: Rigid body attitude tracking without angular velocity feedback, Systems control letters 42, No. 4, 321-326 (2001)"
6347312,https://zbmath.org/?q=an%3A06082269,11,false,false,"B. Costic, D. Dawson, M. de Queiroz, V. Kapila, A quaternion-based adaptive attitude tracking controller without velocity measurements, in: Proceedings of the IEEE Conference on Decision and Control, Sydney, Australia, 2000, pp.~2429--2434."
8726622,https://zbmath.org/?q=an%3A02205933,20,false,false,"R. Palais , Seminar on the Atiyah-Singer Index Theorem , Princeton University Press , 1965 MR 198494 | Zbl 0137.17002"
6400858,https://zbmath.org/?q=an%3A06067684,4,false,false,"Barahona, F.; Mahjoub, A. R.: On the cut polytope, Math. program. 36, 157-173 (1986)"
6401191,https://zbmath.org/?q=an%3A05828181,21,false,false,"Topkis, D. M.: Supermodularity and complementarity, (1998)"
8783143,https://zbmath.org/?q=an%3A03536543,18,false,false,"O.A. Ladyzenskaia - N.N. Ural'tseva , Local estimates for gradients of solutions of non-uniformly elliptic and parabolic equations , Comm. Pure Appl. Math. , 23 ( 1970 ), pp. 677 - 703 . MR 265745 | Zbl 0193.07202"
8783151,https://zbmath.org/?q=an%3A03536543,26,false,false,"L. Simon - J. Spruck , Existence and regularity of a capillary surface with prescribed contact angle , to appear in Arch. Rat. Mech. and Anal . MR 487724 | Zbl 0361.35014"
6400860,https://zbmath.org/?q=an%3A06067684,6,false,false,"Cook, W. J.: Fifty-plus years of combinatorial integer programming, 50 years of integer programming: 1958--2008, 387-430 (2010)"
6400861,https://zbmath.org/?q=an%3A06067684,7,false,false,"Deza, M.: On the Hamming geometry of unitary cubes, Soviet physics doklady 5, 940-943 (1961)"
8783146,https://zbmath.org/?q=an%3A03536543,21,false,false,"M. Miranda , Comportamento delle successioni convergenti di frontiere minimali , Rend. Sem. Mat. Padova , 38 ( 1967 ), pp. 238 - 257 . Numdam | MR 222735 | Zbl 0154.37102numdam:RSMUP_1967__38__238_0 eudml:107218"
19280816,https://zbmath.org/?q=an%3A06420671,30,false,false,"Hongler, C. (2010). Conformal invariance of Ising model correlations. Ph.D. dissertation, Univ. Geneva."
8832198,https://zbmath.org/?q=an%3A01466178,3,false,false,"DELIGNE (P.) , GRIFFITHS (P.) , MORGAN (J.) , SULLIVAN (D.) . - The real homotopy theory of Kaehler manifolds , Invent. Math., t. 29, 1975 , p. 245-274. MR 52 #3584 | Zbl 0312.55011eudml:142341"
8832202,https://zbmath.org/?q=an%3A01466178,7,false,false,"HALPERIN (S.) . - Rational fibrations, minimal models and fibrings of homogeneous spaces , Trans. Amer. Math. Soc., t. 244, 1978 , p. 199-223. MR 58 #24264 | Zbl 0387.55010"
6568056,https://zbmath.org/?q=an%3A05780827,11,false,false,"Chou, M.; Queyranne, M.; Simchi-Levi, D.: The asymptotic performance ratio of an on-line algorithm for uniform parallel machine scheduling with release dates, Mathematical programming 106, No. 1, 137-157 (2006)"
6568058,https://zbmath.org/?q=an%3A05780827,13,false,false,"Smith, W.: Various optimizers for single-stage production problem, Naval research logist. Quart 3, 59-66 (1956)"
6568059,https://zbmath.org/?q=an%3A05780827,2,false,false,"Fiat, A.; Woeginger, G.: Competitive analysis of algorithms, Lecture notes in computer science 1442, 1-12 (1998)"
8917295,https://zbmath.org/?q=an%3A01346296,13,false,false,"Del Moral, P. (1996). Non-linear filtering: interacting particle resolution. Markov Processes Related Fields 2 555-580."
6568060,https://zbmath.org/?q=an%3A05780827,3,false,false,"Hoogeveen, J. A.; Vestjens, A. P. A.: Optimal on-line algorithms for single-machine scheduling, Lecture notes in computer science 1084, 404-414 (1996)"
8920391,https://zbmath.org/?q=an%3A06083945,31,false,false,"Palmeri, M. C. (2000). Homographic approximation for some nonlinear parabolic unilateral problems. J. Convex Anal. 7 353-373."
6576275,https://zbmath.org/?q=an%3A05773778,3,false,false,"Koda, Y.; Ruskey, F.: A gray code for the ideals of a forest poset, J. algorithms 15, 324-340 (1993)"
6576277,https://zbmath.org/?q=an%3A05773778,5,false,false,"Pruesse, G.; Ruskey, F.: Gray codes from antimatroids, Order 10, 239-252 (1993)"
6576278,https://zbmath.org/?q=an%3A05773778,6,false,false,"Schrage, L.; Baker, K. R.: Dynamic programming solution of sequencing problems with precedence constraints, Operations research 26, No. 3, 444-449 (1987)"
28629608,https://zbmath.org/?q=an%3A06832579,77,false,false,"Jafari, S.; Sprott, J. C.; Pham, V.-T.; Volos, C.; Li, C., Simple chaotic 3D flows with surfaces of equilibria, Nonlin. Dyn., 86, 1349-1358, (2016)"
6576283,https://zbmath.org/?q=an%3A05773779,11,false,false,"Mitchell, J. S. B.: Guillotine subdivisions approximate polygonal subdivisions: A simple polynomial-time approximation scheme for geometric TSP, k-MST, and related problems, SIAM J. Comput. 28, No. 4, 1298-1309 (1999)"
6695093,https://zbmath.org/?q=an%3A06009638,12,true,true,"Kempka, H.: 2-microlocal Besov and Triebel-Lizorkin spaces of variable integrability, Rev. mat. Complut. 22, No. 1, 227-251 (2009)http://www.mat.ucm.es/serv/revmat/vol22-1m.html"
6695094,https://zbmath.org/?q=an%3A06009638,13,true,true,"Kempka, H.: Atomic, molecular and wavelet decomposition of generalized 2-microlocal Besov and Triebel-Lizorkin spaces of variable integrability, Funct. approx. 43, No. 2, 171-208 (2010)http://www.projecteuclid.org/euclid.facm/1291903396"
6695091,https://zbmath.org/?q=an%3A06009638,10,false,false,"Frazier, M.; Jawerth, B.: Decomposition of Besov spaces, Indiana univ. Math. J. 34, 777-799 (1985)"
6695631,https://zbmath.org/?q=an%3A05960938,15,false,false,"Kristensen, S.: On well-approximable matrices in a field of formal series, Math. proc. Cambridge philos. Soc. 135, 255-268 (2003)"
9053614,https://zbmath.org/?q=an%3A02148682,21,false,false,"Woess, W. (2000). Random Walks on Infinite Graphs and Groups . Cambridge Univ. Press."
6695632,https://zbmath.org/?q=an%3A05960938,16,false,false,"Kristensen, S.: A metric theorem for restricted Diophantine approximation in positive characteristic, Acta arith. 124, 159-175 (2006)"
6695635,https://zbmath.org/?q=an%3A05960938,19,false,false,"Niederreiter, H.; Vielhaber, M.: Linear complexity profiles: Hausdorff dimensions for almost perfect profiles and measures for general profiles, J. complexity 13, No. 3, 353-383 (1997)"
9052246,https://zbmath.org/?q=an%3A05115531,25,false,false,"Nagnibeda, T. and Woess, W. (2002). Random walks on trees with finitely many cone types. J. Theoret. Probab. 15 383--422."
6877506,https://zbmath.org/?q=an%3A05777294,12,false,false,"Li, S.; Liao, S. J.: An analytic approach to solve multiple solutions of a strongly nonlinear problem, Appl. math. Comput. 169, 854-865 (2005)"
6877508,https://zbmath.org/?q=an%3A05777294,14,false,false,"Xu, H.; Liao, S.; Pop, I.: Series solution of unsteady boundary layer flows of non-Newtonian fluids near a forward stagnation point, J. non-Newton fluid mech. 139, 31-43 (2006)"
6877509,https://zbmath.org/?q=an%3A05777294,15,false,false,"Cheng, J.; Liao, S.; Mohapatra, R. N.; Vajravelu, K.: Series solutions of nano boundary layer flows by means of the homotopy analysis method, J. math. Anal. appl. 343, 233-245 (2008)"
33216393,https://zbmath.org/?q=an%3A07020478,19,false,false,"Wilkinson, D.J., Stochastic modelling for systems biology, (2006), Chapman and Hall"
6877515,https://zbmath.org/?q=an%3A05777294,7,false,false,"Jacobsen, J.: The Liouville--bratu--Gelfand problem for radial operators, J. differential equations 184, 283-298 (2002)"
6877517,https://zbmath.org/?q=an%3A05777294,9,false,false,"Liao, S. J.: Series solution of nonlinear eigenvalue problems by means of the homotopy analysis method, Nonlinear anal. Ser. B: RWA 10, 10-26 (2008)"
15299581,https://zbmath.org/?q=an%3A04203094,8,false,false,"Schaefer, H. H.: Banach lattices and positive operators. (1974)"
15305302,https://zbmath.org/?q=an%3A03473875,30,false,false,"Ehrig, H.: Axiomatic theory of systems and systematics. Report 73-05 (1973)"
16491801,https://zbmath.org/?q=an%3A06427588,37,false,false,"N. Beisert et al., E 7(7) constraints on counterterms in N = 8 supergravity, Phys. Lett. B 694 (2010) 265 [ arXiv:1009.1643 ] [ INSPIRE ]."
27386062,https://zbmath.org/?q=an%3A06769731,29,false,false,"Antoniou, I. E.; Gadella, M.; Mateo, J.; Pronko, G. P., J. Phys. A, 36, pp., (2003)"
16491802,https://zbmath.org/?q=an%3A06427588,38,false,false,"L. Brink and P.S. Howe, The N = 8 supergravity in superspace, Phys. Lett. B 88 (1979) 268 [ INSPIRE ]."
10205706,https://zbmath.org/?q=an%3A06422149,26,false,false,"Manin, Yu.I.: Correspondences, motifs and monoidal transformations, Mat. sb. (N.S.) 77, No. 119, 475-507 (1968)eudml:70090"
21229625,https://zbmath.org/?q=an%3A01667125,7,false,false,DOI: 10.1016/S0378-4371(99)00431-8
15305324,https://zbmath.org/?q=an%3A01389790,12,false,false,"Nisan, N.: CREW prams and decision trees. SIAM J. Comput. 50, 999-1007 (1991)"
27824212,https://zbmath.org/?q=an%3A06806966,16,false,false,"P. Bernard, Young measures, superposition and transport, Indiana Univ. Math. J., 57, 247, (2008)"
